rank,superfamily_scientific,family_scientific,family_common,subfamily_scientific,genus_scientific,species_scientific,species_common
species,noctuoidea,erebidae,chlpatkovité,arctiinae,diaphora,diaphora mendica,spriadač vratičový
species,noctuoidea,erebidae,chlpatkovité,arctiinae,diaphora,diaphora luctuosa,spriadač čiernoškvrnný
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,chelis,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,chelis,chelis maculosa,spriadač lipkavcový
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,diacrisia,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,diacrisia,diacrisia purpurata,spriadač purpurový
species,noctuoidea,erebidae,chlpatkovité,arctiinae,diacrisia,diacrisia sannio,spriadač chrastavcový
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,arctia,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,arctia,arctia plantaginis,spriadač skorocelový
species,noctuoidea,erebidae,chlpatkovité,arctiinae,arctia,arctia aulica,spriadač psojazykový
species,noctuoidea,erebidae,chlpatkovité,arctiinae,arctia,arctia matronula,spriadač čremchový
species,noctuoidea,erebidae,chlpatkovité,arctiinae,arctia,arctia caja,spriadač medvedí
species,noctuoidea,erebidae,chlpatkovité,arctiinae,arctia,arctia villica,spriadač ostružinový
species,noctuoidea,erebidae,chlpatkovité,arctiinae,arctia,arctia festiva,spriadač mliečnikový
subfamily,noctuoidea,erebidae,chlpatkovité,arctiinae,,,
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,coscinia,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,coscinia,coscinia cribraria,spriadač kostravový
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,spiris,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,spiris,spiris striata,spriadač jastrabníkový
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,utetheisa,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,utetheisa,utetheisa pulchella,spriadač škvrnitý
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,callimorpha,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,callimorpha,callimorpha dominula,spriadač hluchavkový
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,euplagia,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,euplagia,euplagia quadripunctaria,spriadač kostihojový
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,tyria,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,tyria,tyria jacobaeae,spriadač starčekový
subfamily,noctuoidea,erebidae,chlpatkovité,arctiinae,,,
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,nudaria,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,nudaria,nudaria mundana,lišajníkovec priesvitný
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,thumatha,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,thumatha,thumatha senex,lišajníkovec žltošedý
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,paidia,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,paidia,paidia rica,lišajníkovec sivastý
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,miltochrista,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,miltochrista,miltochrista miniata,lišajníkovec červenkastý
subfamily,noctuoidea,erebidae,chlpatkovité,arctiinae,,,
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,cybosia,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,cybosia,cybosia mesomella,lišajníkovec belavý
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,pelosia,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,pelosia,pelosia muscerda,lišajníkovec jelšinový
species,noctuoidea,erebidae,chlpatkovité,arctiinae,pelosia,pelosia obtusa,lišajníkovec steblovkový
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,atolmis,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,atolmis,atolmis rubricollis,lišajníkovec čierny
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,lithosia,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,lithosia,lithosia quadra,lišajníkovec štvorbodý
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,eilema,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,eilema,eilema depressa,lišajníkovec smrekový
species,noctuoidea,erebidae,chlpatkovité,arctiinae,eilema,eilema griseola,lišajníkovec sivý
species,noctuoidea,erebidae,chlpatkovité,arctiinae,eilema,eilema lurideola,lišajníkovec siný
species,noctuoidea,erebidae,chlpatkovité,arctiinae,eilema,eilema complana,lišajníkovec lišajníkový
species,noctuoidea,erebidae,chlpatkovité,arctiinae,eilema,eilema pseudocomplana,lišajníkovec žltorubý
species,noctuoidea,erebidae,chlpatkovité,arctiinae,eilema,eilema caniola,lišajníkovec žltohlavý
species,noctuoidea,erebidae,chlpatkovité,arctiinae,eilema,eilema palliatella,lišajníkovec okrový
species,noctuoidea,erebidae,chlpatkovité,arctiinae,eilema,eilema pygmaeola,lišajníkovec bledý
species,noctuoidea,erebidae,chlpatkovité,arctiinae,eilema,eilema lutarella,lišajníkovec hlinožltý
species,noctuoidea,erebidae,chlpatkovité,arctiinae,eilema,eilema sororcula,lišajníkovec lesný
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,setina,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,setina,setina irrorella,lišajníkovec bodkovaný
species,noctuoidea,erebidae,chlpatkovité,arctiinae,setina,setina roscida,lišajníkovec malý
subfamily,noctuoidea,erebidae,chlpatkovité,arctiinae,,,
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,amata,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,amata,amata phegea,bieloškvrnáč púpavcový
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,dysauxes,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,dysauxes,dysauxes ancilla,bieloškvrnáč lišajníkový
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,idia,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,idia,idia calvaria,pamora žltoškvrnná
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,simplicia,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,simplicia,simplicia rectalis,pamora južná
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,paracolax,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,paracolax,paracolax tristalis,pamora hrabanková
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,macrochilo,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,macrochilo,macrochilo cribrumalis,pamora ostricová
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,herminia,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,herminia,herminia tarsipennalis,pamora hnedožltá
species,noctuoidea,erebidae,chlpatkovité,arctiinae,herminia,herminia tarsicrinalis,pamora černicová
species,noctuoidea,erebidae,chlpatkovité,arctiinae,herminia,herminia grisealis,pamora sadová
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,polypogon,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,polypogon,polypogon tentacularia,pamora hmatadlová
species,noctuoidea,erebidae,chlpatkovité,arctiinae,polypogon,polypogon plumigeralis,pamora vlnopriečkatá
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,zanclognatha,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,zanclognatha,zanclognatha lunalis,pamora hnedá
species,noctuoidea,erebidae,chlpatkovité,arctiinae,zanclognatha,zanclognatha zelleralis,pamora Zellerova
genus,noctuoidea,erebidae,chlpatkovité,arctiinae,pechipogo,,
species,noctuoidea,erebidae,chlpatkovité,arctiinae,pechipogo,pechipogo strigilata,pamora dubová
subfamily,noctuoidea,erebidae,chlpatkovité,toxocampinae,,,
genus,noctuoidea,erebidae,chlpatkovité,toxocampinae,lygephila,,
species,noctuoidea,erebidae,chlpatkovité,toxocampinae,lygephila,lygephila lusoria,morica čiarkavá
species,noctuoidea,erebidae,chlpatkovité,toxocampinae,lygephila,lygephila ludicra,morica páskatá
species,noctuoidea,erebidae,chlpatkovité,toxocampinae,lygephila,lygephila pastinum,morica kozincová
species,noctuoidea,erebidae,chlpatkovité,toxocampinae,lygephila,lygephila viciae,morica poľná
species,noctuoidea,erebidae,chlpatkovité,toxocampinae,lygephila,lygephila craccae,morica viková
species,noctuoidea,erebidae,chlpatkovité,toxocampinae,lygephila,lygephila procax,morica mechúrniková
subfamily,noctuoidea,erebidae,chlpatkovité,hypenodinae,,,
genus,noctuoidea,erebidae,chlpatkovité,hypenodinae,hypenodes,,
species,noctuoidea,erebidae,chlpatkovité,hypenodinae,hypenodes,hypenodes humidalis,pamora močiarna
genus,noctuoidea,erebidae,chlpatkovité,hypenodinae,schrankia,,
species,noctuoidea,erebidae,chlpatkovité,hypenodinae,schrankia,schrankia costaestrigalis,pamora dúšková
species,noctuoidea,erebidae,chlpatkovité,hypenodinae,schrankia,schrankia taenialis,pamora vresová
subfamily,noctuoidea,erebidae,chlpatkovité,boletobiinae,,,
genus,noctuoidea,erebidae,chlpatkovité,boletobiinae,parascotia,,
species,noctuoidea,erebidae,chlpatkovité,boletobiinae,parascotia,parascotia fuliginaria,pamora riasová
subfamily,noctuoidea,erebidae,chlpatkovité,boletobiinae,,,
genus,noctuoidea,erebidae,chlpatkovité,boletobiinae,phytometra,,
species,noctuoidea,erebidae,chlpatkovité,boletobiinae,phytometra,phytometra viridaria,pamora horčinková
genus,noctuoidea,erebidae,chlpatkovité,boletobiinae,colobochyla,,
species,noctuoidea,erebidae,chlpatkovité,boletobiinae,colobochyla,colobochyla salicalis,pamora vŕbová
genus,noctuoidea,erebidae,chlpatkovité,boletobiinae,trisateles,,
species,noctuoidea,erebidae,chlpatkovité,boletobiinae,trisateles,trisateles emortualis,pamora žltkavá
subfamily,noctuoidea,erebidae,chlpatkovité,boletobiinae,,,
genus,noctuoidea,erebidae,chlpatkovité,boletobiinae,laspeyria,,
species,noctuoidea,erebidae,chlpatkovité,boletobiinae,laspeyria,laspeyria flexula,stužkavec lišajníkový
subfamily,noctuoidea,erebidae,chlpatkovité,boletobiinae,,,
genus,noctuoidea,erebidae,chlpatkovité,boletobiinae,calymma,,
species,noctuoidea,erebidae,chlpatkovité,boletobiinae,calymma,calymma communimacula,morička puklicová
genus,noctuoidea,erebidae,chlpatkovité,boletobiinae,odice,,
species,noctuoidea,erebidae,chlpatkovité,boletobiinae,odice,odice arcuinna,morička rumenicová
genus,noctuoidea,erebidae,chlpatkovité,boletobiinae,eublemma,,
species,noctuoidea,erebidae,chlpatkovité,boletobiinae,eublemma,eublemma minutata,morička slamihová
species,noctuoidea,erebidae,chlpatkovité,boletobiinae,eublemma,eublemma parva,morička malá
species,noctuoidea,erebidae,chlpatkovité,boletobiinae,eublemma,eublemma amoena,morička ostropesová
species,noctuoidea,erebidae,chlpatkovité,boletobiinae,eublemma,eublemma purpurina,morička purpurová
genus,noctuoidea,erebidae,chlpatkovité,boletobiinae,metachrostis,,
species,noctuoidea,erebidae,chlpatkovité,boletobiinae,metachrostis,metachrostis dardouini,morička jagavková
subfamily,noctuoidea,erebidae,chlpatkovité,calpinae,,,
genus,noctuoidea,erebidae,chlpatkovité,calpinae,calyptra,,
species,noctuoidea,erebidae,chlpatkovité,calpinae,calyptra,calyptra thalictri,mora žltušková
subfamily,noctuoidea,erebidae,chlpatkovité,erebinae,,,
genus,noctuoidea,erebidae,chlpatkovité,erebinae,catephia,,
species,noctuoidea,erebidae,chlpatkovité,erebinae,catephia,catephia alchymista,stužkavec bielopásy
subfamily,noctuoidea,erebidae,chlpatkovité,erebinae,,,
genus,noctuoidea,erebidae,chlpatkovité,erebinae,minucia,,
species,noctuoidea,erebidae,chlpatkovité,erebinae,minucia,minucia lunaris,stužkavec hnedopásy
genus,noctuoidea,erebidae,chlpatkovité,erebinae,dysgonia,,
species,noctuoidea,erebidae,chlpatkovité,erebinae,dysgonia,dysgonia algira,stužkavec alžírsky
genus,noctuoidea,erebidae,chlpatkovité,erebinae,grammodes,,
species,noctuoidea,erebidae,chlpatkovité,erebinae,grammodes,grammodes stolida,stužkavec sivkastý
subfamily,noctuoidea,erebidae,chlpatkovité,erebinae,,,
genus,noctuoidea,erebidae,chlpatkovité,erebinae,catocala,,
species,noctuoidea,erebidae,chlpatkovité,erebinae,catocala,catocala fulminea,stužkavec slivkový
species,noctuoidea,erebidae,chlpatkovité,erebinae,catocala,catocala nymphaea,stužkavec bielobodý
species,noctuoidea,erebidae,chlpatkovité,erebinae,catocala,catocala conversa,stužkavec okrový
species,noctuoidea,erebidae,chlpatkovité,erebinae,catocala,catocala nymphagoga,stužkavec žltý
species,noctuoidea,erebidae,chlpatkovité,erebinae,catocala,catocala diversa,stužkavec malý
species,noctuoidea,erebidae,chlpatkovité,erebinae,catocala,catocala hymenaea,stužkavec cudzokrajný
species,noctuoidea,erebidae,chlpatkovité,erebinae,catocala,catocala fraxini,stužkavec modrý
species,noctuoidea,erebidae,chlpatkovité,erebinae,catocala,catocala nupta,stužkavec jelšový
species,noctuoidea,erebidae,chlpatkovité,erebinae,catocala,catocala electa,stužkavec vŕbový
species,noctuoidea,erebidae,chlpatkovité,erebinae,catocala,catocala elocata,stužkavec topoľový
species,noctuoidea,erebidae,chlpatkovité,erebinae,catocala,catocala puerpera,stužkavec lindový
species,noctuoidea,erebidae,chlpatkovité,erebinae,catocala,catocala dilecta,stužkavec červený
species,noctuoidea,erebidae,chlpatkovité,erebinae,catocala,catocala sponsa,stužkavec dubový
species,noctuoidea,erebidae,chlpatkovité,erebinae,catocala,catocala promissa,stužkavec karmínový
subfamily,noctuoidea,erebidae,chlpatkovité,erebinae,,,
genus,noctuoidea,erebidae,chlpatkovité,erebinae,euclidia,,
species,noctuoidea,erebidae,chlpatkovité,erebinae,euclidia,euclidia glyphica,stužkavec hnedý
species,noctuoidea,erebidae,chlpatkovité,erebinae,euclidia,euclidia mi,stužkavec lúčny
species,noctuoidea,erebidae,chlpatkovité,erebinae,euclidia,euclidia triquetra,stužkavec kozincový
family,noctuoidea,euteliidae,pestrovzorkovité,,,,
genus,noctuoidea,euteliidae,pestrovzorkovité,,eutelia,,
species,noctuoidea,euteliidae,pestrovzorkovité,,eutelia,eutelia adulatrix,pestrovzorka škumpová
family,noctuoidea,nolidae,drobničkovité,,,,
subfamily,noctuoidea,nolidae,drobničkovité,nolinae,,,
genus,noctuoidea,nolidae,drobničkovité,nolinae,meganola,,
species,noctuoidea,nolidae,drobničkovité,nolinae,meganola,meganola togatulalis,drobnička tmavá
species,noctuoidea,nolidae,drobničkovité,nolinae,meganola,meganola strigula,drobnička buková
species,noctuoidea,nolidae,drobničkovité,nolinae,meganola,meganola kolbi,drobnička tmavá
species,noctuoidea,nolidae,drobničkovité,nolinae,meganola,meganola albula,drobnička biela
genus,noctuoidea,nolidae,drobničkovité,nolinae,nola,,
species,noctuoidea,nolidae,drobničkovité,nolinae,nola,nola aerugula,drobnička brezová
species,noctuoidea,nolidae,drobničkovité,nolinae,nola,nola cicatricalis,drobnička lišajníková
species,noctuoidea,nolidae,drobničkovité,nolinae,nola,nola confusalis,drobnička brusnicová
species,noctuoidea,nolidae,drobničkovité,nolinae,nola,nola cristatula,drobnička chocholnatá
species,noctuoidea,nolidae,drobničkovité,nolinae,nola,nola chlamitulalis,drobnička zúbkokvetová
species,noctuoidea,nolidae,drobničkovité,nolinae,nola,nola cucullatella,drobnička trnková
subfamily,noctuoidea,nolidae,drobničkovité,chloephorinae,,,
genus,noctuoidea,nolidae,drobničkovité,chloephorinae,earias,,
species,noctuoidea,nolidae,drobničkovité,chloephorinae,earias,earias clorana,zelenka vŕbová
species,noctuoidea,nolidae,drobničkovité,chloephorinae,earias,earias vernana,zelenka lindová
genus,noctuoidea,nolidae,drobničkovité,chloephorinae,bena,,
species,noctuoidea,nolidae,drobničkovité,chloephorinae,bena,bena bicolorana,zelenka dubová
genus,noctuoidea,nolidae,drobničkovité,chloephorinae,pseudoips,,
species,noctuoidea,nolidae,drobničkovité,chloephorinae,pseudoips,pseudoips prasinana,zelenka buková
genus,noctuoidea,nolidae,drobničkovité,chloephorinae,nycteola,,
species,noctuoidea,nolidae,drobničkovité,chloephorinae,nycteola,nycteola revayana,drobnička Revayho
species,noctuoidea,nolidae,drobničkovité,chloephorinae,nycteola,nycteola degenerana,drobnička rakytová
species,noctuoidea,nolidae,drobničkovité,chloephorinae,nycteola,nycteola siculana,drobnička lužná
species,noctuoidea,nolidae,drobničkovité,chloephorinae,nycteola,nycteola asiatica,drobnička topoľová
family,noctuoidea,noctuidae,morovité,,,,
subfamily,noctuoidea,noctuidae,morovité,plusiinae,,,
genus,noctuoidea,noctuidae,morovité,plusiinae,abrostola,,
species,noctuoidea,noctuidae,morovité,plusiinae,abrostola,abrostola tripartita,mora žihľavová
species,noctuoidea,noctuidae,morovité,plusiinae,abrostola,abrostola asclepiadis,mora luskáčová
species,noctuoidea,noctuidae,morovité,plusiinae,abrostola,abrostola triplasia,mora čiernočiara
subfamily,noctuoidea,noctuidae,morovité,plusiinae,,,
genus,noctuoidea,noctuidae,morovité,plusiinae,trichoplusia,,
species,noctuoidea,noctuidae,morovité,plusiinae,trichoplusia,trichoplusia ni,mora ni
