rank,order_scientific,order_common,infraorder_scientific,infraorder_common,superfamily_scientific,superfamily_common,family_scientific,family_common,genus_scientific,genus_common,species_scientific,species_common
species,diptera,dvojkrídlovce,brachycera,muchy,,,tabanidae,ovadovité,chrysops,ovadík,chrysops relictus,ovadík dotieravý
family,diptera,dvojkrídlovce,brachycera,muchy,,,nemestrinidae,sieťovkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,nemestrinidae,sieťovkovité,hirmoneura,sieťovka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,nemestrinidae,sieťovkovité,hirmoneura,sieťovka,hirmoneura obscura,sieťovka tmavá
family,diptera,dvojkrídlovce,brachycera,muchy,,,acroceridae,guľačkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,acroceridae,guľačkovité,acrocera,guľačka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,acroceridae,guľačkovité,acrocera,guľačka,acrocera sanguinea,guľačka červená
family,diptera,dvojkrídlovce,brachycera,muchy,,,therevidae,tŕňavkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,therevidae,tŕňavkovité,thereva,tŕňavka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,therevidae,tŕňavkovité,thereva,tŕňavka,thereva anilis,tŕňavka žltohnedá
species,diptera,dvojkrídlovce,brachycera,muchy,,,therevidae,tŕňavkovité,thereva,tŕňavka,thereva plebeja,tŕňavka černastá
family,diptera,dvojkrídlovce,brachycera,muchy,,,scenopinidae,moľokazovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,scenopinidae,moľokazovité,scenopinus,moľokaz,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,scenopinidae,moľokazovité,scenopinus,moľokaz,scenopinus fenestralis,moľokaz obločný
family,diptera,dvojkrídlovce,brachycera,muchy,,,asilidae,muchárkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,asilidae,muchárkovité,asilus,muchárka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,asilidae,muchárkovité,asilus,muchárka,asilus crabroniformis,muchárka sršňová
genus,diptera,dvojkrídlovce,brachycera,muchy,,,asilidae,muchárkovité,laphria,muchárka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,asilidae,muchárkovité,laphria,muchárka,laphria flava,muchárka žltá
species,diptera,dvojkrídlovce,brachycera,muchy,,,asilidae,muchárkovité,laphria,muchárka,laphria marginata,muchárka tmavá
genus,diptera,dvojkrídlovce,brachycera,muchy,,,asilidae,muchárkovité,leptogaster,muchárka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,asilidae,muchárkovité,leptogaster,muchárka,leptogaster cylindricus,muchárka žltonohá
genus,diptera,dvojkrídlovce,brachycera,muchy,,,asilidae,muchárkovité,epitriptus,muchárka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,asilidae,muchárkovité,epitriptus,muchárka,epitriptus setulosus,muchárka sivá
genus,diptera,dvojkrídlovce,brachycera,muchy,,,asilidae,muchárkovité,dioctria,muchárka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,asilidae,muchárkovité,dioctria,muchárka,dioctria rufipes,muchárka štíhla
genus,diptera,dvojkrídlovce,brachycera,muchy,,,asilidae,muchárkovité,andrenosoma,muchárka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,asilidae,muchárkovité,andrenosoma,muchárka,andrenosoma atra,muchárka čierna
family,diptera,dvojkrídlovce,brachycera,muchy,,,bombyliidae,chlpačkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,bombyliidae,chlpačkovité,bombylius,chlpačka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,bombyliidae,chlpačkovité,bombylius,chlpačka,bombylius discolor,chlpačka hnedoškvrnná
species,diptera,dvojkrídlovce,brachycera,muchy,,,bombyliidae,chlpačkovité,bombylius,chlpačka,bombylius major,chlpačka veľká
genus,diptera,dvojkrídlovce,brachycera,muchy,,,bombyliidae,chlpačkovité,anthrax,chlpačka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,bombyliidae,chlpačkovité,anthrax,chlpačka,anthrax morio,chlpačka bystrušová
genus,diptera,dvojkrídlovce,brachycera,muchy,,,bombyliidae,chlpačkovité,hemipenthes,chlpačka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,bombyliidae,chlpačkovité,hemipenthes,chlpačka,hemipenthes circumdatus,chlpačka žltkastá
family,diptera,dvojkrídlovce,brachycera,muchy,,,empididae,krúživkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,empididae,krúživkovité,empis,krúživka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,empididae,krúživkovité,empis,krúživka,empis livida,krúživka žltkastá
species,diptera,dvojkrídlovce,brachycera,muchy,,,empididae,krúživkovité,empis,krúživka,empis tesselata,krúživka obyčajná
family,diptera,dvojkrídlovce,brachycera,muchy,,,dolichopodidae,dlhonôžkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,dolichopodidae,dlhonôžkovité,dolichopus,dlhonôžka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,dolichopodidae,dlhonôžkovité,dolichopus,dlhonôžka,dolichopus aeneus,dlhonôžka zelenkastá
species,diptera,dvojkrídlovce,brachycera,muchy,,,dolichopodidae,dlhonôžkovité,dolichopus,dlhonôžka,dolichopus nubilus,dlhonôžka tmavokrídla
family,diptera,dvojkrídlovce,brachycera,muchy,,,musidoridae,mušičkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,musidoridae,mušičkovité,musidora,mušička,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,musidoridae,mušičkovité,musidora,mušička,musidora lutea,mušička žltá
family,diptera,dvojkrídlovce,brachycera,muchy,,,phoridae,hrbáčkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,phoridae,hrbáčkovité,phora,hrbáčka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,phoridae,hrbáčkovité,phora,hrbáčka,phora aterrima,hrbáčka zamatová
family,diptera,dvojkrídlovce,brachycera,muchy,,,platypezidae,ploskonôžkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,platypezidae,ploskonôžkovité,platypeza,ploskonôžka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,platypezidae,ploskonôžkovité,platypeza,ploskonôžka,platypeza fasciata,ploskonôžka škvrnitá
family,diptera,dvojkrídlovce,brachycera,muchy,,,pipunculidae,hlavaňovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,pipunculidae,hlavaňovité,pipunculus,hlavaňa,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,pipunculidae,hlavaňovité,pipunculus,hlavaňa,pipunculus campestris,hlavaňa poľná
family,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,syrphus,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,syrphus,pestrica,syrphus ribesi,pestrica ríbezľová
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,baccha,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,baccha,pestrica,baccha elongata,pestrica štíhla
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,epistrophe,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,epistrophe,pestrica,epistrophe balteata,pestrica pruhovaná
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,epistrophe,pestrica,epistrophe eligans,pestrica dvojškvrnná
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,scaeva,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,scaeva,pestrica,scaeva pyrastri,pestrica hrušková
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,leucozona,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,leucozona,pestrica,leucozona lucorum,pestrica vrchovská
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,ischyrosyrphus,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,ischyrosyrphus,pestrica,ischyrosyrphus glaucius,pestrica horská
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,sphaerophoria,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,sphaerophoria,pestrica,sphaerophoria menthastri,pestrica lúčna
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,xanthogramma,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,xanthogramma,pestrica,xanthogramma ornatum,pestrica zdobená
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,chrysotoxum,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,chrysotoxum,pestrica,chrysotoxum bicinctum,pestrica dvojpásová
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,chrysotoxum,pestrica,chrysotoxum elegans,pestrica žltopásavá
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,chrysotoxum,pestrica,chrysotoxum octomaculatum,pestrica zavalitá
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,microdon,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,microdon,pestrica,microdon devius,pestrica mravčia
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,cerioides,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,cerioides,pestrica,cerioides conopoides,pestrica okankovitá
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,volucella,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,volucella,pestrica,volucella bombylans,pestrica čmeľovitá
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,volucella,pestrica,volucella pellucens,pestrica priesvitná
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,volucella,pestrica,volucella zonaria,pestrica sršňovitá
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,syritta,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,syritta,pestrica,syritta pipiens,pestrica piskľavá
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,xylota,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,xylota,pestrica,xylota femorata,pestrica červenonohá
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,xylota,pestrica,xylota segnis,pestrica ostrôžkatá
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,xylota,pestrica,xylota sylvarum,pestrica zlatistá
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,temnostoma,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,temnostoma,pestrica,temnostoma vespiformis,pestrica osovitá
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,brachyopa,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,brachyopa,pestrica,brachyopa conica,pestrica páskovaná
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,rhyngia,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,rhyngia,pestrica,rhyngia campestris,pestrica pasienková
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,neoascia,pestrica,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,neoascia,pestrica,neoascia podagrica,pestrica barinná
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,cheilosia,černuška,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,cheilosia,černuška,cheilosia illustrata,černuška strečkovitá
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,cheilosia,černuška,cheilosia variabilis,černuška obyčajná
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,cheilosia,černuška,cheilosia fasciata,černuška cesnaková
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,eristalis,trúdovka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,eristalis,trúdovka,eristalis arbustorum,trúdovka bielofúza
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,eristalis,trúdovka,eristalis nemorum,trúdovka hájová
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,eristalomyia,trúdovka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,eristalomyia,trúdovka,eristalomyia tenax,trúdovka obyčajná
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,lathyrophthalmus,trúdovka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,lathyrophthalmus,trúdovka,lathyrophthalmus aeneus,trúdovka kovová
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,myiatropa,trúdovka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,myiatropa,trúdovka,myiatropa florea,trúdovka kvetinová
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,tubifera,trúdovka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,tubifera,trúdovka,tubifera pendula,trúdovka čiernonosá
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,tubifera,trúdovka,tubifera trivittata,trúdovka červenonosá
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,lampetia,cibuľovka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,lampetia,cibuľovka,lampetia equestris,cibuľovka narcisová
genus,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,eumerus,cibuľovka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,eumerus,cibuľovka,eumerus strigatus,cibuľovka zhubná
species,diptera,dvojkrídlovce,brachycera,muchy,,,syrphidae,pestricovité,eumerus,cibuľovka,eumerus tuberculatus,cibuľovka škodlivá
family,diptera,dvojkrídlovce,brachycera,muchy,,,conopidae,okankovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,conopidae,okankovité,conops,okanka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,conopidae,okankovité,conops,okanka,conops vesicularis,okanka hnedá
species,diptera,dvojkrídlovce,brachycera,muchy,,,conopidae,okankovité,conops,okanka,conops quadrifasciatus,okanka žltá
genus,diptera,dvojkrídlovce,brachycera,muchy,,,conopidae,okankovité,sicus,okanka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,conopidae,okankovité,sicus,okanka,sicus ferrugineus,okanka červenohnedá
genus,diptera,dvojkrídlovce,brachycera,muchy,,,conopidae,okankovité,myopa,okanka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,conopidae,okankovité,myopa,okanka,myopa variegata,okanka pehavá
family,diptera,dvojkrídlovce,brachycera,muchy,,,pyrgotidae,chrobáčiarkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,pyrgotidae,chrobáčiarkovité,pyrgota,chrobáčiarka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,pyrgotidae,chrobáčiarkovité,pyrgota,chrobáčiarka,pyrgota coarctata,chrobáčiarka cudzopasná
family,diptera,dvojkrídlovce,brachycera,muchy,,,platystomatidae,temnuškovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,platystomatidae,temnuškovité,platystoma,temnuška,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,platystomatidae,temnuškovité,platystoma,temnuška,platystoma seminationis,temnuška čiernonohá
family,diptera,dvojkrídlovce,brachycera,muchy,,,ortalidae,čelnačkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,ortalidae,čelnačkovité,ortalis,čelnačka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,ortalidae,čelnačkovité,ortalis,čelnačka,ortalis formosa,čelnačka ozdobná
family,diptera,dvojkrídlovce,brachycera,muchy,,,ulidiidae,ťarbavkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,ulidiidae,ťarbavkovité,ulidia,ťarbavka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,ulidiidae,ťarbavkovité,ulidia,ťarbavka,ulidia nigripennis,ťarbavka škvrnitokrídla
species,diptera,dvojkrídlovce,brachycera,muchy,,,ulidiidae,ťarbavkovité,ulidia,ťarbavka,ulidia erythrophthalma,ťarbavka belasokrídla
family,diptera,dvojkrídlovce,brachycera,muchy,,,trypetidae,vrtivkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,trypetidae,vrtivkovité,trypeta,vrtivka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,trypetidae,vrtivkovité,trypeta,vrtivka,trypeta onotrophes,vrtivka kvetná
genus,diptera,dvojkrídlovce,brachycera,muchy,,,trypetidae,vrtivkovité,rhagoletis,vrtivka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,trypetidae,vrtivkovité,rhagoletis,vrtivka,rhagoletis cerasi,vrtivka čerešňová
genus,diptera,dvojkrídlovce,brachycera,muchy,,,trypetidae,vrtivkovité,platyparea,vrtivka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,trypetidae,vrtivkovité,platyparea,vrtivka,platyparea poeciloptera,vrtivka špargľová
genus,diptera,dvojkrídlovce,brachycera,muchy,,,trypetidae,vrtivkovité,philophylla,vrtivka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,trypetidae,vrtivkovité,philophylla,vrtivka,philophylla heraclei,vrtivka zelerová
genus,diptera,dvojkrídlovce,brachycera,muchy,,,trypetidae,vrtivkovité,ceratitis,vrtivka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,trypetidae,vrtivkovité,ceratitis,vrtivka,ceratitis capitata,vrtivka ovocná
genus,diptera,dvojkrídlovce,brachycera,muchy,,,trypetidae,vrtivkovité,euribia,vrtivka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,trypetidae,vrtivkovité,euribia,vrtivka,euribia eriolepidis,vrtivka bodliaková
family,diptera,dvojkrídlovce,brachycera,muchy,,,lonchaeidae,hnilobožrútovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,lonchaeidae,hnilobožrútovité,lonchaea,hnilobožrút,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,lonchaeidae,hnilobožrútovité,lonchaea,hnilobožrút,lonchaea fumosa,hnilobožrút hnedokrídly
species,diptera,dvojkrídlovce,brachycera,muchy,,,lonchaeidae,hnilobožrútovité,lonchaea,hnilobožrút,lonchaea vaginalis,hnilobožrút obyčajný
species,diptera,dvojkrídlovce,brachycera,muchy,,,lonchaeidae,hnilobožrútovité,lonchaea,hnilobožrút,lonchaea viridana,hnilobožrút jedľový
family,diptera,dvojkrídlovce,brachycera,muchy,,,tanypezidae,dlhaňovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,tanypezidae,dlhaňovité,tanypeza,dlhaňa,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,tanypezidae,dlhaňovité,tanypeza,dlhaňa,tanypeza longimana,dlhaňa hnedá
family,diptera,dvojkrídlovce,brachycera,muchy,,,sepsidae,mihotavkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,sepsidae,mihotavkovité,sepsis,mihotavka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,sepsidae,mihotavkovité,sepsis,mihotavka,sepsis cynipsea,mihotavka čierna
family,diptera,dvojkrídlovce,brachycera,muchy,,,piophilidae,syrárkovité,,,,
genus,diptera,dvojkrídlovce,brachycera,muchy,,,piophilidae,syrárkovité,piophila,syrárka,,
species,diptera,dvojkrídlovce,brachycera,muchy,,,piophilidae,syrárkovité,piophila,syrárka,piophila casei,syrárka drobná
