rank,order_scientific,order_common,family_scientific,family_common,subfamily_scientific,subfamily_common,genus_scientific,genus_common,species_scientific,species_common
species,Columbiformes,holuby,Columbidae,holubovité,Raphinae,drontorodé,Ptilinopus,pestroš,Ptilinopus roseicapilla,pestroš mariánsky
species,Columbiformes,holuby,Columbidae,holubovité,Raphinae,drontorodé,Ptilinopus,pestroš,Ptilinopus richardsii,pestroš striebrohlavý
species,Columbiformes,holuby,Columbidae,holubovité,Raphinae,drontorodé,Ptilinopus,pestroš,Ptilinopus perousii,pestroš maľovaný
species,Columbiformes,holuby,Columbidae,holubovité,Raphinae,drontorodé,Ptilinopus,pestroš,Ptilinopus rarotongensis,pestroš ružovočelý
species,Columbiformes,holuby,Columbidae,holubovité,Raphinae,drontorodé,Ptilinopus,pestroš,Ptilinopus purpuratus,pestroš svetlohlavý
species,Columbiformes,holuby,Columbidae,holubovité,Raphinae,drontorodé,Ptilinopus,pestroš,Ptilinopus chrysogaster,pestroš pustovnícky
species,Columbiformes,holuby,Columbidae,holubovité,Raphinae,drontorodé,Ptilinopus,pestroš,Ptilinopus huttoni,pestroš dlhozobý
species,Columbiformes,holuby,Columbidae,holubovité,Raphinae,drontorodé,Ptilinopus,pestroš,Ptilinopus insularis,pestroš hendersonský
species,Columbiformes,holuby,Columbidae,holubovité,Raphinae,drontorodé,Ptilinopus,pestroš,Ptilinopus chalcurus,pestroš makatejský
species,Columbiformes,holuby,Columbidae,holubovité,Raphinae,drontorodé,Ptilinopus,pestroš,Ptilinopus coralensis,pestroš atolový
species,Columbiformes,holuby,Columbidae,holubovité,Raphinae,drontorodé,Ptilinopus,pestroš,Ptilinopus arcanus,pestroš žltooký
order,Caprimulgiformes,krátkonožce a lelky,,,,,,,,
family,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,,,,
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Eurostopodus,nočnár,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Eurostopodus,nočnár,Eurostopodus argus,nočnár škvrnitý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Eurostopodus,nočnár,Eurostopodus mystacalis,nočnár bielohrdlý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Eurostopodus,nočnár,Eurostopodus nigripennis,nočnár šalamúnsky
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Eurostopodus,nočnár,Eurostopodus exul,nočnár novokaledónsky
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Eurostopodus,nočnár,Eurostopodus diabolicus,nočnár vulkánový
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Eurostopodus,nočnár,Eurostopodus papuensis,nočnár nížinný
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Eurostopodus,nočnár,Eurostopodus archboldi,nočnár horský
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Lyncornis,nočnár,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Lyncornis,nočnár,Lyncornis temminckii,nočnár malajský
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Lyncornis,nočnár,Lyncornis macrotis,nočnár veľký
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Gactornis,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Gactornis,lelek,Gactornis enarratus,lelek hrdzavotylový
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Nyctiprogne,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Nyctiprogne,lelek,Nyctiprogne leucopyga,lelek pásochvostý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Nyctiprogne,lelek,Nyctiprogne vielliardi,lelek gaštanový
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Lurocalis,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Lurocalis,lelek,Lurocalis semitorquatus,lelek kolohrivý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Lurocalis,lelek,Lurocalis rufiventris,lelek červený
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Nyctidromus,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Nyctidromus,lelek,Nyctidromus albicollis,lelek paurake
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Nyctidromus,lelek,Nyctidromus anthonyi,lelek krovinový
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Nyctipolus,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Nyctipolus,lelek,Nyctipolus nigrescens,lelek černastý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Nyctipolus,lelek,Nyctipolus maculosus,lelek guyanský
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Nyctipolus,lelek,Nyctipolus hirundinaceus,lelek trpasličí
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Uropsalis,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Uropsalis,lelek,Uropsalis segmentata,lelek nožnicochvostý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Uropsalis,lelek,Uropsalis lyra,lelek lýrochvostý
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Setopagis,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Setopagis,lelek,Setopagis heterura,lelek Toddov
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Setopagis,lelek,Setopagis parvula,lelek hájový
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Setopagis,lelek,Setopagis whitelyi,lelek venezuelský
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Systellura,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Systellura,lelek,Systellura longirostris,lelek zrkadlový
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Systellura,lelek,Systellura ruficervix,lelek pásokrídly
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Systellura,lelek,Systellura roraimae,lelek vzorkovaný
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Systellura,lelek,Systellura decussata,lelek suchomilný
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Eleothreptus,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Eleothreptus,lelek,Eleothreptus candicans,lelek bielokrídly
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Eleothreptus,lelek,Eleothreptus anomalus,lelek krátkochvostý
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Hydropsalis,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Hydropsalis,lelek,Hydropsalis maculicaudus,lelek škvrnochvostý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Hydropsalis,lelek,Hydropsalis forcipata,lelek vlečkový
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Hydropsalis,lelek,Hydropsalis cayennensis,lelek bielochvostý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Hydropsalis,lelek,Hydropsalis climacocerca,lelek riečny
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Hydropsalis,lelek,Hydropsalis torquata,lelek šípochvostý
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Siphonorhis,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Siphonorhis,lelek,Siphonorhis americana,lelek jamajský
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Siphonorhis,lelek,Siphonorhis brewsteri,lelek útly
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Nyctiphrynus,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Nyctiphrynus,lelek,Nyctiphrynus rosenbergi,lelek tmavý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Nyctiphrynus,lelek,Nyctiphrynus mcleodii,lelek aztécky
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Nyctiphrynus,lelek,Nyctiphrynus yucatanicus,lelek yucatánsky
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Nyctiphrynus,lelek,Nyctiphrynus ocellatus,lelek očkatý
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Phalaenoptilus,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Phalaenoptilus,lelek,Phalaenoptilus nuttallii,lelek spáč
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Antrostomus,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Antrostomus,lelek,Antrostomus ridgwayi,lelek obojkový
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Antrostomus,lelek,Antrostomus saturatus,lelek vrchársky
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Antrostomus,lelek,Antrostomus arizonae,lelek mexický
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Antrostomus,lelek,Antrostomus vociferus,lelek hlasný
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Antrostomus,lelek,Antrostomus noctitherus,lelek čiernohrdlý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Antrostomus,lelek,Antrostomus salvini,lelek okrovokrký
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Antrostomus,lelek,Antrostomus badius,lelek mayský
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Antrostomus,lelek,Antrostomus sericocaudatus,lelek hodvábny
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Antrostomus,lelek,Antrostomus rufus,lelek hrdzavý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Antrostomus,lelek,Antrostomus carolinensis,lelek vido
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Antrostomus,lelek,Antrostomus cubanensis,lelek kubánsky
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Antrostomus,lelek,Antrostomus ekmani,lelek haitský
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Chordeiles,súmračník,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Chordeiles,súmračník,Chordeiles nacunda,súmračník nakunda
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Chordeiles,súmračník,Chordeiles pusillus,súmračník malý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Chordeiles,súmračník,Chordeiles rupestris,súmračník pieskový
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Chordeiles,súmračník,Chordeiles acutipennis,súmračník ostrokrídly
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Chordeiles,súmračník,Chordeiles minor,súmračník krahulčí
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Chordeiles,súmračník,Chordeiles gundlachii,súmračník antilský
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Veles,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Veles,lelek,Veles binotatus,lelek hnedý
genus,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,,
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus ruficollis,lelek červenokrký
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus indicus,lelek sivý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus jotaka,lelek jotaka
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus phalaena,lelek palauský
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus europaeus,lelek lesný
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus fraenatus,lelek fúzatý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus rufigena,lelek hrdzavolíci
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus aegyptius,lelek žltkavý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus mahrattensis,lelek kotvičkový
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus centralasicus,lelek pieskový
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus nubicus,lelek pustatinný
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus eximius,lelek zlatý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus atripennis,lelek tmavokrídly
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus macrurus,lelek veľkochvostý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus meesi,lelek Meesov
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus andamanicus,lelek andamanský
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus manillensis,lelek filipínsky
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus celebensis,lelek celebeský
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus donaldsoni,lelek tŕniar
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus nigriscapularis,lelek čiernoplecí
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus pectoralis,lelek piskľavý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus poliocephalus,lelek horský
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus ruwenzorii,lelek rúbaniskový
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus asiaticus,lelek krpatý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus madagascariensis,lelek madagaskarský
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus natalensis,lelek močiarny
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus solala,lelek etiópsky
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus inornatus,lelek menlivý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus stellatus,lelek hviezdičkatý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus affinis,lelek stepný
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus tristigma,lelek skalný
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus concretus,lelek sundský
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus pulchellus,lelek pôvabný
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus prigoginei,lelek ryšavý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus batesi,lelek čiapočkatý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus climacurus,lelek dlhochvostý
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus clarus,lelek savanový
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus fossii,lelek družný
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus longipennis,lelek veslár
species,Caprimulgiformes,krátkonožce a lelky,Caprimulgidae,lelkovité,,,Caprimulgus,lelek,Caprimulgus vexillarius,lelek vlajkokrídly
family,Caprimulgiformes,krátkonožce a lelky,Steatornithidae,guačarovité,,,,,,
genus,Caprimulgiformes,krátkonožce a lelky,Steatornithidae,guačarovité,,,Steatornis,guačaro,,
species,Caprimulgiformes,krátkonožce a lelky,Steatornithidae,guačarovité,,,Steatornis,guačaro,Steatornis caripensis,guačaro jaskynný
family,Caprimulgiformes,krátkonožce a lelky,Nyctibiidae,lelkovcovité,,,,,,
genus,Caprimulgiformes,krátkonožce a lelky,Nyctibiidae,lelkovcovité,,,Phyllaemulor,lelkovec,,
species,Caprimulgiformes,krátkonožce a lelky,Nyctibiidae,lelkovcovité,,,Phyllaemulor,lelkovec,Phyllaemulor bracteatus,lelkovec hrdzavý
genus,Caprimulgiformes,krátkonožce a lelky,Nyctibiidae,lelkovcovité,,,Nyctibius,lelkovec,,
species,Caprimulgiformes,krátkonožce a lelky,Nyctibiidae,lelkovcovité,,,Nyctibius,lelkovec,Nyctibius grandis,lelkovec veľký
species,Caprimulgiformes,krátkonožce a lelky,Nyctibiidae,lelkovcovité,,,Nyctibius,lelkovec,Nyctibius aethereus,lelkovec dlhochvostý
species,Caprimulgiformes,krátkonožce a lelky,Nyctibiidae,lelkovcovité,,,Nyctibius,lelkovec,Nyctibius jamaicensis,lelkovec pahýľový
species,Caprimulgiformes,krátkonožce a lelky,Nyctibiidae,lelkovcovité,,,Nyctibius,lelkovec,Nyctibius griseus,lelkovec urutau
species,Caprimulgiformes,krátkonožce a lelky,Nyctibiidae,lelkovcovité,,,Nyctibius,lelkovec,Nyctibius maculosus,lelkovec andský
species,Caprimulgiformes,krátkonožce a lelky,Nyctibiidae,lelkovcovité,,,Nyctibius,lelkovec,Nyctibius leucopterus,lelkovec bielokrídly
